"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"106";"              ";"@@@@@";;"Junek";;
"107";"              ";"@@@@@";;"Jura";;
"108";"              ";"@@@@@";;"Juracek";;
"109";"              ";"@@@@@";;"Jurasek";;
"11";"               ";"@@@@@";;"Gabris";;
"110";"              ";"@@@@@";;"Jurica";;
"111";"              ";"@@@@@";;"Juris";;
"112";"              ";"@@@@@";;"Just";;
"113";"              ";"@@@@@";;"Kabat";;
"114";"              ";"@@@@@";;"Kader";;
"115";"              ";"@@@@@";;"Kafka";;
"116";"              ";"@@@@@";;"Kalata";;
"117";"              ";"@@@@@";;"Kalina";;
"118";"              ";"@@@@@";;"Kana";;
"119";"              ";"@@@@@";;"Kardos";;
"12";"               ";"@@@@@";;"Gabrys";;
"120";"              ";"@@@@@";;"Karger";;
"121";"              ";"@@@@@";;"Kasa";;
"122";"              ";"@@@@@";;"Kasner";;
"123";"              ";"@@@@@";;"Kava";;
"124";"              ";"@@@@@";;"Kilian";;
"125";"              ";"@@@@@";;"Klas";;
"126";"              ";"@@@@@";;"Klepac";;
"127";"              ";"@@@@@";;"Klosky";;
"128";"              ";"@@@@@";;"Knotek";;
"129";"              ";"@@@@@";;"Kobza";;
"13";"               ";"@@@@@";;"Gall";;
"130";"              ";"@@@@@";;"Kochevar";;
"131";"              ";"@@@@@";;"Kohoutek";;
"132";"              ";"@@@@@";;"Komenda";;
"133";"              ";"@@@@@";;"Konecky";;
"134";"              ";"@@@@@";;"Konik";;
"135";"              ";"@@@@@";;"Kopa";;
"136";"              ";"@@@@@";;"Koran";;
"137";"              ";"@@@@@";;"Kormanik";;
"138";"              ";"@@@@@";;"Korus";;
"139";"              ";"@@@@@";;"Kosar";;
"14";"               ";"@@@@@";;"Galla";;
"140";"              ";"@@@@@";;"Kosman";;
"141";"              ";"@@@@@";;"Kot";;
"142";"              ";"@@@@@";;"Kotek";;
"143";"              ";"@@@@@";;"Kouba";;
"144";"              ";"@@@@@";;"Koutnik";;
"145";"              ";"@@@@@";;"Kovalik";;
"146";"              ";"@@@@@";;"Kovář";;
"147";"              ";"@@@@@";;"Kozak";;
"148";"              ";"@@@@@";;"Krajicek";;
"149";"              ";"@@@@@";;"Kratky";;
"15";"               ";"@@@@@";;"Gallus";;
"150";"              ";"@@@@@";;"Kremen";;
"151";"              ";"@@@@@";;"Krepps";;
"152";"              ";"@@@@@";;"Kristek";;
"153";"              ";"@@@@@";;"Krizan";;
"154";"              ";"@@@@@";;"Krupicka";;
"155";"              ";"@@@@@";;"Kubal";;
"156";"              ";"@@@@@";;"Kubes";;
"157";"              ";"@@@@@";;"Kubota";;
"158";"              ";"@@@@@";;"Kudelka";;
"159";"              ";"@@@@@";;"Kulka";;
"16";"               ";"@@@@@";;"Galuska";;
"160";"              ";"@@@@@";;"Kupec";;
"161";"              ";"@@@@@";;"Kust";;
"162";"              ";"@@@@@";;"Kuzel";;
"163";"              ";"@@@@@";;"Kvidera";;
"164";"              ";"@@@@@";;"Lacek";;
"165";"              ";"@@@@@";;"Lach";;
"166";"              ";"@@@@@";;"Lacko";;
"167";"              ";"@@@@@";;"Lada";;
"168";"              ";"@@@@@";;"Landa";;
"169";"              ";"@@@@@";;"Lanik";;
"17";"               ";"@@@@@";;"Garcia";;
"170";"              ";"@@@@@";;"Lasek";;
"171";"              ";"@@@@@";;"Laska";;
"172";"              ";"@@@@@";;"Lebeda";;
"173";"              ";"@@@@@";;"Lech";;
"174";"              ";"@@@@@";;"Lenart";;
"175";"              ";"@@@@@";;"Lenhart";;
"176";"              ";"@@@@@";;"Lesikar";;
"177";"              ";"@@@@@";;"Lesky";;
"178";"              ";"@@@@@";;"Lexa";;
"179";"              ";"@@@@@";;"Lhotka";;
"18";"               ";"@@@@@";;"Gavenda";;
"180";"              ";"@@@@@";;"Linhart";;
"181";"              ";"@@@@@";;"Lis";;
"182";"              ";"@@@@@";;"Lisa";;
"183";"              ";"@@@@@";;"Lisak";;
"184";"              ";"@@@@@";;"Lisy";;
"185";"              ";"@@@@@";;"Lorenc";;
"186";"              ";"@@@@@";;"Luba";;
"187";"              ";"@@@@@";;"Lubar";;
"188";"              ";"@@@@@";;"Lubas";;
"189";"              ";"@@@@@";;"Ludvik";;
"19";"               ";"@@@@@";;"Gazda";;
"190";"              ";"@@@@@";;"Luka";;
"191";"              ";"@@@@@";;"Lukas";;
"192";"              ";"@@@@@";;"Lukasik";;
"193";"              ";"@@@@@";;"Luks";;
"194";"              ";"@@@@@";;"Mach";;
"195";"              ";"@@@@@";;"Machala";;
"196";"              ";"@@@@@";;"Machart";;
"197";"              ";"@@@@@";;"Macik";;
"198";"              ";"@@@@@";;"Madl";;
"199";"              ";"@@@@@";;"Magera";;
"2";"                ";"@@@@@";;"Blahova";;
"20";"               ";"@@@@@";;"Gonzalezova";;
"200";"              ";"@@@@@";;"Major";;
"201";"              ";"@@@@@";;"Malak";;
"202";"              ";"@@@@@";;"Malecha";;
"203";"              ";"@@@@@";;"Malena";;
"204";"              ";"@@@@@";;"Malina";;
"205";"              ";"@@@@@";;"Malinsky";;
"206";"              ";"@@@@@";;"Mallak";;
"207";"              ";"@@@@@";;"Manak";;
"208";"              ";"@@@@@";;"Mara";;
"209";"              ";"@@@@@";;"Maras";;
"21";"               ";"@@@@@";;"Habel";;
"210";"              ";"@@@@@";;"Marik";;
"211";"              ";"@@@@@";;"Martin";;
"212";"              ";"@@@@@";;"Martinak";;
"213";"              ";"@@@@@";;"Martinek";;
"214";"              ";"@@@@@";;"Maruna";;
"215";"              ";"@@@@@";;"Maruska";;
"216";"              ";"@@@@@";;"Masarik";;
"217";"              ";"@@@@@";;"Masin";;
"218";"              ";"@@@@@";;"Matejek";;
"219";"              ";"@@@@@";;"Materna";;
"22";"               ";"@@@@@";;"Hajec";;
"220";"              ";"@@@@@";;"Matocha";;
"221";"              ";"@@@@@";;"Matura";;
"222";"              ";"@@@@@";;"Matusek";;
"223";"              ";"@@@@@";;"Matuska";;
"224";"              ";"@@@@@";;"Maxa";;
"225";"              ";"@@@@@";;"Mayr";;
"226";"              ";"@@@@@";;"Meduna";;
"227";"              ";"@@@@@";;"Meier";;
"228";"              ";"@@@@@";;"Michalkova";;
"229";"              ";"@@@@@";;"Micka";;
"23";"               ";"@@@@@";;"Hajek";;
"230";"              ";"@@@@@";;"Mikes";;
"231";"              ";"@@@@@";;"Miklas";;
"232";"              ";"@@@@@";;"Mikulak";;
"233";"              ";"@@@@@";;"Mikulec";;
"234";"              ";"@@@@@";;"Mikulka";;
"235";"              ";"@@@@@";;"Milota";;
"236";"              ";"@@@@@";;"Minarik";;
"237";"              ";"@@@@@";;"Mink";;
"238";"              ";"@@@@@";;"Miska";;
"239";"              ";"@@@@@";;"Mochow";;
"24";"               ";"@@@@@";;"Hajny";;
"240";"              ";"@@@@@";;"Mokry";;
"241";"              ";"@@@@@";;"Morávek";;
"242";"              ";"@@@@@";;"Moudry";;
"243";"              ";"@@@@@";;"Mrazek";;
"244";"              ";"@@@@@";;"Mucha";;
"245";"              ";"@@@@@";;"Mudrak";;
"246";"              ";"@@@@@";;"Muzik";;
"247";"              ";"@@@@@";;"Navratilova";;
"248";"              ";"@@@@@";;"Nejeschleb";;
"249";"              ";"@@@@@";;"Nekola";;
"25";"               ";"@@@@@";;"Hajovsky";;
"250";"              ";"@@@@@";;"Nemcek";;
"251";"              ";"@@@@@";;"Nemec";;
"252";"              ";"@@@@@";;"Nemecek";;
"253";"              ";"@@@@@";;"Nerad";;
"254";"              ";"@@@@@";;"Neuzil";;
"255";"              ";"@@@@@";;"Nosal";;
"256";"              ";"@@@@@";;"Novacek";;
"257";"              ";"@@@@@";;"Novak";;
"258";"              ";"@@@@@";;"Novotna";;
"259";"              ";"@@@@@";;"Novotny";;
"26";"               ";"@@@@@";;"Halama";;
"260";"              ";"@@@@@";;"Novy";;
"261";"              ";"@@@@@";;"Olejnik";;
"262";"              ";"@@@@@";;"Onderko";;
"263";"              ";"@@@@@";;"Ondracek";;
"264";"              ";"@@@@@";;"Ondrus";;
"265";"              ";"@@@@@";;"Opalka";;
"266";"              ";"@@@@@";;"Opat";;
"267";"              ";"@@@@@";;"Orel";;
"268";"              ";"@@@@@";;"Orlik";;
"269";"              ";"@@@@@";;"Orsak";;
"27";"               ";"@@@@@";;"Halas";;
"270";"              ";"@@@@@";;"Otradovec";;
"271";"              ";"@@@@@";;"Palecek";;
"272";"              ";"@@@@@";;"Panik";;
"273";"              ";"@@@@@";;"Parizek";;
"274";"              ";"@@@@@";;"Partyka";;
"275";"              ";"@@@@@";;"Pastorek";;
"276";"              ";"@@@@@";;"Patek";;
"277";"              ";"@@@@@";;"Pavek";;
"278";"              ";"@@@@@";;"Pavelka";;
"279";"              ";"@@@@@";;"Pavlásek";;
"28";"               ";"@@@@@";;"Haluska";;
"280";"              ";"@@@@@";;"Pavlica";;
"281";"              ";"@@@@@";;"Pelc";;
"282";"              ";"@@@@@";;"Pelikan";;
"283";"              ";"@@@@@";;"Peroutka";;
"284";"              ";"@@@@@";;"Pesicka";;
"285";"              ";"@@@@@";;"Petak";;
"286";"              ";"@@@@@";;"Petr";;
"287";"              ";"@@@@@";;"Petranek";;
"288";"              ";"@@@@@";;"Petrasek";;
"289";"              ";"@@@@@";;"Piech";;
"29";"               ";"@@@@@";;"Han";;
"290";"              ";"@@@@@";;"Piskor";;
"291";"              ";"@@@@@";;"Pobuda";;
"292";"              ";"@@@@@";;"Podany";;
"293";"              ";"@@@@@";;"Pokorny";;
"294";"              ";"@@@@@";;"Polak";;
"295";"              ";"@@@@@";;"Polasek";;
"296";"              ";"@@@@@";;"Polka";;
"297";"              ";"@@@@@";;"Pospíšil";;
"298";"              ";"@@@@@";;"Potocnik";;
"299";"              ";"@@@@@";;"Prager";;
"3";"                ";"@@@@@";;"Dvorakova";;
"30";"               ";"@@@@@";;"Hanak";;
"300";"              ";"@@@@@";;"Prazak";;
"301";"              ";"@@@@@";;"Prehoda";;
"302";"              ";"@@@@@";;"Prochazka";;
"303";"              ";"@@@@@";;"Prusa";;
"304";"              ";"@@@@@";;"Ptacek";;
"305";"              ";"@@@@@";;"Pulkrabek";;
"306";"              ";"@@@@@";;"Pustejovsky";;
"307";"              ";"@@@@@";;"Racek";;
"308";"              ";"@@@@@";;"Rada";;
"309";"              ";"@@@@@";;"Radecki";;
"31";"               ";"@@@@@";;"Hanka";;
"310";"              ";"@@@@@";;"Radek";;
"311";"              ";"@@@@@";;"Radka";;
"312";"              ";"@@@@@";;"Rais";;
"313";"              ";"@@@@@";;"Rak";;
"314";"              ";"@@@@@";;"Rank";;
"315";"              ";"@@@@@";;"Raska";;
"316";"              ";"@@@@@";;"Reha";;
"317";"              ";"@@@@@";;"Rehak";;
"318";"              ";"@@@@@";;"Rehor";;
"319";"              ";"@@@@@";;"Repa";;
"32";"               ";"@@@@@";;"Hanus";;
"320";"              ";"@@@@@";;"Repka";;
"321";"              ";"@@@@@";;"Rerucha";;
"322";"              ";"@@@@@";;"Rezac";;
"323";"              ";"@@@@@";;"Rezek";;
"324";"              ";"@@@@@";;"Reznicek";;
"325";"              ";"@@@@@";;"Reznik";;
"326";"              ";"@@@@@";;"Ribar";;
"327";"              ";"@@@@@";;"Říha";;
"328";"              ";"@@@@@";;"Rodak";;
"329";"              ";"@@@@@";;"Rokita";;
"33";"               ";"@@@@@";;"Hanzel";;
"330";"              ";"@@@@@";;"Rokos";;
"331";"              ";"@@@@@";;"Rolnick";;
"332";"              ";"@@@@@";;"Romanek";;
"333";"              ";"@@@@@";;"Romanik";;
"334";"              ";"@@@@@";;"Romansky";;
"335";"              ";"@@@@@";;"Rosa";;
"336";"              ";"@@@@@";;"Rovnak";;
"337";"              ";"@@@@@";;"Rozek";;
"338";"              ";"@@@@@";;"Rusek";;
"339";"              ";"@@@@@";;"Rutka";;
"34";"               ";"@@@@@";;"Hanzlik";;
"340";"              ";"@@@@@";;"Ruzicka";;
"341";"              ";"@@@@@";;"Ryba";;
"342";"              ";"@@@@@";;"Rybka";;
"343";"              ";"@@@@@";;"Rychlik";;
"344";"              ";"@@@@@";;"Rys";;
"345";"              ";"@@@@@";;"Rysavy";;
"346";"              ";"@@@@@";;"Sabol";;
"347";"              ";"@@@@@";;"Safar";;
"348";"              ";"@@@@@";;"Safranek";;
"349";"              ";"@@@@@";;"Salek";;
"35";"               ";"@@@@@";;"Harvan";;
"350";"              ";"@@@@@";;"Samek";;
"351";"              ";"@@@@@";;"Sarka";;
"352";"              ";"@@@@@";;"Sedlacek";;
"353";"              ";"@@@@@";;"Sefcik";;
"354";"              ";"@@@@@";;"Sidlo";;
"355";"              ";"@@@@@";;"Sima";;
"356";"              ";"@@@@@";;"Siska";;
"357";"              ";"@@@@@";;"Sitar";;
"358";"              ";"@@@@@";;"Skala";;
"359";"              ";"@@@@@";;"Sklar";;
"36";"               ";"@@@@@";;"Havel";;
"360";"              ";"@@@@@";;"Skluzacek";;
"361";"              ";"@@@@@";;"Skop";;
"362";"              ";"@@@@@";;"Skubal";;
"363";"              ";"@@@@@";;"Slaby";;
"364";"              ";"@@@@@";;"Slanina";;
"365";"              ";"@@@@@";;"Sloboda";;
"366";"              ";"@@@@@";;"Slovak";;
"367";"              ";"@@@@@";;"Smuda";;
"368";"              ";"@@@@@";;"Sobol";;
"369";"              ";"@@@@@";;"Sobota";;
"37";"               ";"@@@@@";;"Havelka";;
"370";"              ";"@@@@@";;"Socha";;
"371";"              ";"@@@@@";;"Soltys";;
"372";"              ";"@@@@@";;"Souhrada";;
"373";"              ";"@@@@@";;"Sova";;
"374";"              ";"@@@@@";;"Spehar";;
"375";"              ";"@@@@@";;"Stach";;
"376";"              ";"@@@@@";;"Stanek";;
"377";"              ";"@@@@@";;"Stárek";;
"378";"              ";"@@@@@";;"Strom";;
"379";"              ";"@@@@@";;"Stuchlik";;
"38";"               ";"@@@@@";;"Havran";;
"380";"              ";"@@@@@";;"Such";;
"381";"              ";"@@@@@";;"Suchanek";;
"382";"              ";"@@@@@";;"Suchy";;
"383";"              ";"@@@@@";;"Sulak";;
"384";"              ";"@@@@@";;"Sulik";;
"385";"              ";"@@@@@";;"Svec";;
"386";"              ";"@@@@@";;"Svehla";;
"387";"              ";"@@@@@";;"Svitak";;
"388";"              ";"@@@@@";;"Svobodova";;
"389";"              ";"@@@@@";;"Sykora";;
"39";"               ";"@@@@@";;"Havranek";;
"390";"              ";"@@@@@";;"Tabor";;
"391";"              ";"@@@@@";;"Tatar";;
"392";"              ";"@@@@@";;"Tech";;
"393";"              ";"@@@@@";;"Teply";;
"394";"              ";"@@@@@";;"Tichacek";;
"395";"              ";"@@@@@";;"Tichy";;
"396";"              ";"@@@@@";;"Tlusty";;
"397";"              ";"@@@@@";;"Toma";;
"398";"              ";"@@@@@";;"Toman";;
"399";"              ";"@@@@@";;"Tomanek";;
"4";"                ";"@@@@@";;"Franko";;
"40";"               ";"@@@@@";;"Hollas";;
"400";"              ";"@@@@@";;"Tomas";;
"401";"              ";"@@@@@";;"Tomasek";;
"402";"              ";"@@@@@";;"Topinka";;
"403";"              ";"@@@@@";;"Trcka";;
"404";"              ";"@@@@@";;"Trenda";;
"405";"              ";"@@@@@";;"Trinka";;
"406";"              ";"@@@@@";;"Triska";;
"407";"              ";"@@@@@";;"Trnka";;
"408";"              ";"@@@@@";;"Trojan";;
"409";"              ";"@@@@@";;"Truhlar";;
"41";"               ";"@@@@@";;"Holub";;
"410";"              ";"@@@@@";;"Tucek";;
"411";"              ";"@@@@@";;"Tuma";;
"412";"              ";"@@@@@";;"Tupy";;
"413";"              ";"@@@@@";;"Turčan ";;
"414";"              ";"@@@@@";;"Turek";;
"415";"              ";"@@@@@";;"Tvrdik";;
"416";"              ";"@@@@@";;"Uchytil";;
"417";"              ";"@@@@@";;"Uher";;
"418";"              ";"@@@@@";;"Uhl";;
"419";"              ";"@@@@@";;"Uhlik";;
"42";"               ";"@@@@@";;"Holubec";;
"420";"              ";"@@@@@";;"Uhlir";;
"421";"              ";"@@@@@";;"Ulicny";;
"422";"              ";"@@@@@";;"Urbach";;
"423";"              ";"@@@@@";;"Urban";;
"424";"              ";"@@@@@";;"Urbanek";;
"425";"              ";"@@@@@";;"Urbanik";;
"426";"              ";"@@@@@";;"Urbanovsky";;
"427";"              ";"@@@@@";;"Vaca";;
"428";"              ";"@@@@@";;"Vacek";;
"429";"              ";"@@@@@";;"Vacha";;
"43";"               ";"@@@@@";;"Homolka";;
"430";"              ";"@@@@@";;"Vaclavik";;
"431";"              ";"@@@@@";;"Valasek";;
"432";"              ";"@@@@@";;"Valek";;
"433";"              ";"@@@@@";;"Valenta";;
"434";"              ";"@@@@@";;"Vales";;
"435";"              ";"@@@@@";;"Valis";;
"436";"              ";"@@@@@";;"Valko";;
"437";"              ";"@@@@@";;"Van";;
"438";"              ";"@@@@@";;"Vana";;
"439";"              ";"@@@@@";;"Vanecek";;
"44";"               ";"@@@@@";;"Homza";;
"440";"              ";"@@@@@";;"Vanek";;
"441";"              ";"@@@@@";;"Vanicek";;
"442";"              ";"@@@@@";;"Varga";;
"443";"              ";"@@@@@";;"Vasevski";;
"444";"              ";"@@@@@";;"Veverka";;
"445";"              ";"@@@@@";;"Vilas";;
"446";"              ";"@@@@@";;"Vítek";;
"447";"              ";"@@@@@";;"Vlach";;
"448";"              ";"@@@@@";;"Vlad";;
"449";"              ";"@@@@@";;"Vlasak";;
"45";"               ";"@@@@@";;"Honomichl";;
"450";"              ";"@@@@@";;"Vlcek";;
"451";"              ";"@@@@@";;"Vlk";;
"452";"              ";"@@@@@";;"Vodicka";;
"453";"              ";"@@@@@";;"Vojtech";;
"454";"              ";"@@@@@";;"Vokoun";;
"455";"              ";"@@@@@";;"Volek";;
"456";"              ";"@@@@@";;"Volin";;
"457";"              ";"@@@@@";;"Volk";;
"458";"              ";"@@@@@";;"Vondracek";;
"459";"              ";"@@@@@";;"Vondrak";;
"46";"               ";"@@@@@";;"Horacek";;
"460";"              ";"@@@@@";;"Vondrášek";;
"461";"              ";"@@@@@";;"Vopat";;
"462";"              ";"@@@@@";;"Vorel";;
"463";"              ";"@@@@@";;"Votruba";;
"464";"              ";"@@@@@";;"Vrabel";;
"465";"              ";"@@@@@";;"Vrana";;
"466";"              ";"@@@@@";;"Vrba";;
"467";"              ";"@@@@@";;"Vrchota";;
"468";"              ";"@@@@@";;"Vyskocil";;
"469";"              ";"@@@@@";;"Wacha";;
"47";"               ";"@@@@@";;"Horak";;
"470";"              ";"@@@@@";;"Zacek";;
"471";"              ";"@@@@@";;"Zach";;
"472";"              ";"@@@@@";;"Zachar";;
"473";"              ";"@@@@@";;"Zahradka";;
"474";"              ";"@@@@@";;"Zahradnik";;
"475";"              ";"@@@@@";;"Zajac";;
"476";"              ";"@@@@@";;"Zajic";;
"477";"              ";"@@@@@";;"Zajicek";;
"478";"              ";"@@@@@";;"Zak";;
"479";"              ";"@@@@@";;"Zakrajsek";;
"48";"               ";"@@@@@";;"Horejsi";;
"480";"              ";"@@@@@";;"Zapalac";;
"481";"              ";"@@@@@";;"Zapatka";;
"482";"              ";"@@@@@";;"Zastoupil";;
"483";"              ";"@@@@@";;"Zavada";;
"484";"              ";"@@@@@";;"Zavadil";;
"485";"              ";"@@@@@";;"Zavodny";;
