"06f89f07:4536600f:363c96b6:cdfd1a3e";"US";;
"06fbc38e:42761428:00bcb9b3:ce88298b";"US";"ARMOR";"ARMOR"
"07102cb6:45a2d50a:ed5548ab:f139680d";"US";;
"072240e1:4697a2a0:33bce4af:a6052a3b";"US";"Open Sea";"Open Sea"
"07436a15:47208b70:d6125aa7:cb504cda";"US";"Very small";"Very small"
"075008bb:488cacff:79c02f97:51b500d9";"US";"General";"General"
"07648664:4b471f02:2dc3ab95:27e60102";"US";;
"0771aa77:4211c105:20ef4997:875cf3ec";"US";"Victories";"Victories"
"0775245c:4789d01e:756c7ea1:95bbf714";"US";"Paste a battlegroup here.";"Paste a battlegroup here."
"077f19bf:4cb5890c:efdb8fb1:ea9ce325";"US";"Aiming time : %1~%2\nShots fired : %3\nPrecision : High\nIntensity : Low";"Aiming time : %1~%2\nShots fired : %3\nPrecision : High\nIntensity : Low"
"0783367c:41942ac0:f5c364bb:d861c957";"US";"Prevent more than 20 units coming from Sword Beach from breaking through toward Bénouville Bridge.\nBritish units which have already broken through #coloredtext3{(%s / %s)}.";"Prevent more than 20 units coming from Sword Beach from breaking through toward Bénouville Bridge.\nBritish units which have already broken through #coloredtext3{(%s / %s)}."
"07880c7f:46bff56c:b51a0783:ff381aea";"US";"and took off towards France.";"and took off towards France."
"078e4857:4fe9bd1c:e099689c:42931c3e";"US";"Cover your units.";"Cover your units."
"07939212:4de5e43d:89e95295:406416f4";"US";"%I:%M:%S%p";"%I:%M:%S%p"
"0798e49b:4de40cec:842987ac:c4ebc0a0";"US";"General";"General"
"079f303b:4b80af8b:e4872c8e:0a480210";"US";"User Researchers";"User Researchers"
"07b600e3:49db52da:b22d77a7:d82c654f";"US";"Speed";"Speed"
"07bb9e3d:45912aab:8bab8db5:7098dd52";"US";"PRECISION FIRE";"PRECISION FIRE"
"07c3f9f6:45b477ae:f8a9eba9:583c1d83";"US";"%1 kt";"%1 kt"
"07ea0b2b:463efa02:850e92b4:a625289a";"US";"Sans soutien, nos parachutistes risquent d'être anéantis.";"Without any support, our paratroopers risk being wiped out."
"07f71f2a:42c2fe11:57a6a58a:4a90e905";"US";"Résolution Acheson";"Acheson Plan"
"07fcf6d6:48275d65:8b5d5c8b:e39d6b73";"US";"Neutralise the medium tank.";"Neutralise the medium tank."
"0817016e:473cc2dc:4b4061be:d8dddb58";"US";"Groupe aéronaval Enterprise";"Carrier battlegroup Enterprise"
"0829f194:4d9921b5:02ec50bc:aee7f7b0";"US";"Die Wacht am Rhein !";"Die Wacht am Rhein!"
"0841abfe:4a39ef9b:afd799b3:9e0f67bc";"US";"Percée vers Hambourg";"Breakthrough to Hamburg"
"084e886d:4218b84c:a3b500ad:a2e1d58f";"US";"#UK #CAN #ANZ COMMONWEALTH";"#UK #CAN #ANZ COMMONWEALTH"
"08563dcc:4e5a3557:39f26da1:635f25e4";"US";"Par ailleurs, Miss Thatcher en personne m'a annoncé qu'elle mettait le porte-aéronef HMS Illustrious à notre disposition. Vous pouvez le déployer si vous avez besoin de son soutien et de celui de ses Sea Harriers.";"Besides, Miss Thatcher herself told me that she was putting aircraft carrier HMS Illustrious at your disposal. You can deploy it if you need its support and that of its Sea Harriers."
"08731ac5:47a9b7f9:1a0beca0:64ccfe91";"US";"Allows you to choose on which adapter the game will run.";"Allows you to choose on which adapter the game will run."
"0873e50d:4f07e526:11b2269a:2631c6c4";"US";"Conqueror";"Conqueror"
"088e494e:4d06cef1:ab4f7fa0:7fe0da15";"US";"Gorbatchev refusera l'emploi d'armes nucléaires et chimiques, mais vous donnera davantage de moyens conventionnels.";"Gorbachev will refuse to use nuclear and chemical weapons, but he will give you more conventional means."
"0898d6f0:4b6d5011:4abb59be:db0fe341";"US";"The EXPORT & IMPORT buttons allow you to share battlegroups with friends.";"The EXPORT & IMPORT buttons allow you to share battlegroups with friends."
"089999e6:4bf0ca9b:2faa1990:bb7f34e4";"US";"Experience";"Experience"
"08a12fef:426de1e6:b096fba3:30ef88f7";"US";"Nous avons atteint l'un de nos objectifs majeurs. Ce succès augmente votre moral de 100 points tant que vous tenez ce port stratégique.";"We have achieved one of our crucial objectives.\n\nThis victory gives you 100 morale points for as long as you hold this strategic port."
"08a7d300:4ab8cff0:4b7364b8:4faaa729";"US";"LEADER";"LEADER"
"08ac0aec:4f1316b1:60ad9b8c:53e84bbd";"US";"Pyong-Yang fait machine arrière";"Pyongyang is backtracking"
"08b241b2:4bef62df:092d19ba:13e5203b";"US";"CAMPAIGN";"CAMPAIGN"
"08b6f052:4a1e59a2:d056fe87:4d1cc63b";"US";"NATO";"NATO"
"08c01c94:491c210f:d3173d8d:78d110c8";"US";"Armored divisions usually rely on tanks, some heavy infantry in armored transport and self-propelled howitzer & anti-tank guns.\nThey are the most mobile divisions.";"Armored divisions usually rely on tanks, some heavy infantry in armored transport and self-propelled howitzer & anti-tank guns.\nThey are the most mobile divisions."
"08c7b925:4164e274:5b14788a:68f0d7f5";"US";"Retarder les opérations";"Delay operations"
"08cd7239:4890ab5f:b1f0eca9:d84475c6";"US";;
"08d653e4:4ca9d57d:f811e38d:164f288c";"US";"Loi martiale décrétée";"Martial law decreed"
"08d7c011:4f9a566f:8a40cd97:01b4fa30";"US";"Anti-tank guns destroyed, Major. The road is open for the tanks.";"Anti-tank guns destroyed, Major. The road is open for the tanks."
"08e4b267:4cdd09e9:794715b8:832517cd";"US";"Smoke";"Smoke"
"08f43fd1:42627fab:f5e33383:501c79c2";"US";"Mechanics";"Mechanics"
"09036852:440b871c:ff20de9e:6236ed9b";"US";"Your team owns %1%% of the command points needed to win.";"Your team owns %1%% of the command points needed to win."
"090a7d48:40b6608f:41ef43b9:28ceac8d";"US";"Screen space reflections.";"Screen space reflections."
"091a3df3:48dac8c1:d84cc693:874e0c2f";"US";"This game is officially supported on Windows XP Service Pack 2, Windows VISTA and Windows SEVEN.\nDo you want to continue?";"This game is officially supported on Windows XP Service Pack 2, Windows VISTA and Windows SEVEN.\nDo you want to continue?"
"093806ed:40c7a8c1:4a1f9fb9:0ec7b42a";"US";"Identification";"Identification"
"093bd1d5:44a07651:3f4ff0b4:aa01d990";"US";"Cheux is ours, sir. Now we should make ready to repel any counter-attack.";"Cheux is ours, sir. Now we should make ready to repel any counter-attack."
"093caf7b:4c2486be:0d3e229a:9f35cc23";"US";"2 forces spéciales, 2 frappes aériennes, 2 couvertures aériennes et 2 reco aériennes supplémentaires disponible. Gain du 22e Special Airborne Regiment.";"2 more special forces, 2 more air strikes, 2 more aerial covers and 2 recon available. 22nd Special Airborne Regiment won."
"09462030:45d7b7c1:4d1a2e8c:f09831e7";"US";"Secteur stratégique";"Strategic sector"
"09576521:44c942a5:af6664bd:f8940d34";"US";"UNIT ALONE PRICE";"DISMOUNTED UNIT PRICE"
"095d5e66:49a0904e:081f4fbe:90f30779";"US";"Displays the number of available fire missions left to this observers' battery.";"Displays the number of available fire missions left to this observers' battery."
"0969fee9:46b634de:7c54ce94:e8e8f965";"US";"Bataillon antichar disposant de l'unité expérimentale ADATS, capable de détruire avec précision à la fois des cibles au sol ou aérienne.";"Anti-tank battalion with ADATS experimental unit, capable of accurately destroying both ground and air targets."
"097012a1:41328b40:252e3299:7ba31b64";"US";"FIRE FOR EFFECT";"FIRE FOR EFFECT"
"0988a29a:41fe1a14:c64f88a2:cfb52965";"US";"Votre groupe de combat va attaquer Malmo depuis Kalmar. Par conséquent, il arrivera sur le champ de bataille par le nord-est (zone ANNA). Le défenseur pourra quand à lui se déployer depuis toutes les autres routes du secteur, (zones FEDOR et CHARITON). Si en revanche votre groupe de combat attaquait depuis Halmsatad, il arriverait sur le champ de bataille par la route nord (secteur FEDOR).";"Your Battlegroup is going to attack Malmo from Kalmar. Consequently, it will arrive on the battlefield via the north-east (ANNA zone). The defender will be able to deploy its troops from all other reinforcements zones (FEDOR and CHARITON). If it were attacking from Halmsatad, your Battlegroup would be arriving via the north road (FEDOR)."
"099ba446:4aec20d4:bef224b7:e1527ef8";"US";"Rapport météo";"Weather report"
"099c9039:4f3aedd2:2104a9b2:5a1e08be";"US";"No sign of enemy units - the #coloredtext5{FARM} is secured. Well done, sir!\nYour AB RIFLES #pabrifle squad is now controlling the area!";"No sign of enemy units - the #coloredtext5{FARM} is secured. Well done, sir!\nYour AB RIFLES #pabrifle squad is now controlling the area!"
"09b6c808:48c72cd1:87494c83:8a39ab53";"US";"Aiming time : %1~%2\nShots fired : %3\nPrecision : Low\nIntensity : Medium";"Aiming time : %1~%2\nShots fired : %3\nPrecision : Low\nIntensity : Medium"
"09b7e7fd:4f1ed22a:166e0b93:92149998";"US";"This is the amount of requisition points allocated to your division every 60s in this phase.";"This is the amount of requisition points allocated to your division every 60s in this phase."
"09caf9fa:4f316d1c:3c65daaa:e8d8ac14";"US";"Mission 1: It's a long way…";"Mission 1: It's a long way…"
"09de30dc:4a033db5:bb685996:ffaea24c";"US";"Attackers only control a small portion of the field, and their mission is to take the objective without suffering excessive losses (whilst maintaining control of at least 10% of the map).\n\nDefenders control the largest part of the map. They must retain control of the objective and inflict enough losses to the Attackers forces.";"Attackers only control a small portion of the field and their mission is to take the objective without suffering excessive losses (whilst maintaining control of at least 10% of the map).\n\nDefenders control the largest part of the map. They must retain control of the objective and inflict enough losses to the Attackers forces."
"09f278c3:403a7d82:0a588f94:db24389f";"US";"%1 wants to be your friend.";"%1 wants to be your friend."
"0a1033be:40d4d74b:6d06d599:356f63b3";"US";"Campaign";"Campaign"
"0a1eb08d:4f0fd043:8d5bc395:392b7e17";"US";"Rapport météo";"Weather report"
"0a22ff8a:4520877b:55d8debc:24a9dcf1";"US";"Perte de 20 points politiques, mais la reprise rapide de Keflavik est assurée.";"20 political points lost, but swift recapture of Keflavik is guaranteed."
"0a277b5d:4443584f:2a3c929f:3714c7db";"US";"Hill 112 is the “Key to Normandy”:";"Hill 112 is the “Key to Normandy”:"
"0a4ebb63:4d3ffb15:06f28785:b4ece844";"US";"Grass";"Grass"
"0a4f0cbb:4a68cc07:be274798:957385bc";"US";"Only the selected player in the opposite list will be able to read your messages.";"Only the selected player in the opposite list will be able to read your messages."
"0a5174c6:47d5779f:5fc7c6b7:08d250e3";"US";"TYPE";"TYPE"
"0a535e0c:4db962ba:c0fad391:5696e126";"US";"TAKE POINTE DU HOC BACK";"TAKE BACK POINTE DU HOC"
"0a5eb054:40cde185:f0a1b78e:6fbdfe1d";"US";"Press U to disembark the transport unit's passengers at the present location.";"Press U to disembark the transport unit's passengers at the present location."
"0a626cba:442f38ac:f475aa91:c079c0bf";"US";"EVAC ORDERED!";"EVAC ORDERED!"
"0a704040:4d86d97e:9cd4c296:19766054";"US";"DEEP SEA";"DEEP SEA"
"0a845d3d:48c07109:5bda959e:d690da0d";"US";"Skirmish games";"Skirmish games"
"0a9ed228:483879d9:82cd7ca2:1232d0e9";"US";"Le débarquement surprise d'un corps ANZAC a déstabilisé nos camarades nord-coréens qui doivent renoncer à leur offensive. Pyong-Yang n'est plus en état de divertir l'adversaire désormais.";"The surprise landing of an ANZAC unit has destabilized our North Korean comrades, who must withdraw from their offensive.\n\nPyongyang is no longer able to divert the enemy."
"0aa4e59a:43d6318f:4fd883b6:5097b6de";"US";"No units have been deployed! Please select a unit in the #coloredtext4{REQUISITION MENU} to position the unit on the battlefield.";"No units have been deployed! Please select a unit in the #coloredtext4{REQUISITION MENU} to position the unit on the battlefield."
"0aae67ca:49902594:dbc36991:85a51e4f";"US";"Plusieurs syndicalistes tués en France";"Several union members killed in France"
"0ab863cc:4497aa74:b824b896:f0d3558b";"US";"RAF aircraft will provide much needed ground support, but we should be wary of the formidable German Flak guns.";"RAF aircraft will provide much-needed ground support, but we should be wary of the formidable German Flak guns."
"0ab9c1c7:4b664fc4:5a5dc491:258e5882";"US";"Move camera to last situation awareness event";"Move camera to last situation awareness event."
"0aba1418:4fe43478:9f3a1cb0:5eb3e926";"US";"Super Elite";"Super Elite"
"0ac79a85:4ba3936b:8fe6e8b6:e8cc4a8f";"US";;
"0ac8bbf4:494f1ff3:557ffc9a:7b685e2f";"US";"Les forces du NORTHAG sont finalement enlisées en Allemagne du Nord. L'offensive pour dégager Hambourg est annulée.";"The efforts of the NORTHAG have finally stalled in northern Germany.\n\nThe offensive to liberate Hamburg is cancelled."
"0acf620a:49771bf6:3b567092:8b2a0109";"US";"but they are still on top of Hill 112!";"but they are still on top of Hill 112!"
"0ad5a534:4a5312e2:0a3333bb:04513484";"US";"Air lifted";"Air lifted"
"0adedd09:4f32df29:8f46119a:725b5059";"US";"Le 38e parallèle s'embrase";"The 38th parallel flares up"
"0af6a4fa:4ae12d4c:cf56e3b0:7c3704da";"US";"MBT: 40$ and less";"MBT: 40$ and less"
"0af888d0:451854e9:b1c85ca9:87442438";"US";"Confirm new password";"Confirm new password"
"0b008916:4b29e0f9:3a3c9a9e:3baf339d";"US";"(DBG)click to move";"(DBG)click to move"
"0b06e21e:4f4f0ede:5b824ea5:a4b38b7c";"US";"Project Manager";"Project Manager"
"0b1d4965:4eb5947d:00e43fb6:5e1c6c27";"US";"88! They've got a damn 88mm, be careful!";"88! They've got a damn 88mm, be careful!"
"0b212fee:4fbd9bd5:ad54919d:3b18e9f4";"US";"COPY";"COPY"
"0b220786:4a69fabd:c4b0ebaa:c7da13cb";"US";"Assignment";"Assignment"
"0b2f4ffb:4fc1e4d7:6341e4bb:1e9ffe7b";"US";"Mission 2: Pegasus Bridge";"Mission 2: Pegasus Bridge"
"0b30ede6:41283279:c749a698:a2c88825";"US";"You can also switch AI from one team to another.";"You can also switch AI from one team to another."
