"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"UK_M04_06";"        ";"-J--j";;"コードネームは,ジュピター作戦.";"Codename is Operation Jupiter.";
"UK_M04_07";"        ";"-J--j";;"≪ゴルゴダの丘≫とも称され";"The «Hill of Calvary» as the men have come to call it.";
"UK_M04_08";"        ";"-J--j";;"第12SS装甲師団のみならず,";"It is held by the remains of 12. SS-Panzer,";
"UK_M04_09";"        ";"-J--j";;"第9と第10SSの二つ以上の残党によって占領されている.";"as well as two more recent SS-Panzer Divisions: the 9th & 10th.";
"UK_M04_10";"        ";"-J--j";;"我々への命令は,112高地の頂上を確保し維持せよ!";"Our orders are to secure the top of Hill 112, and hold it!";
"UK_M04_11";"        ";"-J--j";;"このために,第8軍団は,第4機甲旅団への指揮権を貴官に与える.";"For this, VIIIth Corps gives you command over the 4th Armoured Brigade.";
"UK_M04_12";"        ";"-J--j";;"頂上にたどり着くには,このシャーマン戦車が役に立つことがわかる筈だ.";"Its Sherman tanks should prove useful to reach the top.";
"UK_M04_13";"        ";"-J--j";;"RAFもタイフーンとモスキートによる航空支援を約束した.";"The RAF has also promised air support in the form of Typhoons & Mosquitos.";
"UK_M04_14";"        ";"-J--j";;"偵察部隊の報告によると 第12SSの残党は戦線に薄く広く展開し,";"Scouts are reporting that the remains of 12. SS-Panzer are spread thin over the whole front,";
"UK_M04_15";"        ";"-J--j";;"第9,10SSは,中央に集中し反撃に出てくる,というのは嘘ではないようだ.";"while 9th & 10th SS-Panzer are gathered in the centre, no doubt to counter-attack.";
"UK_M04_16";"        ";"-J-pj";;"従って正面攻撃は良くない作戦と思われ";"A frontal assault might therefore, be a bad idea";
"UK_M04_17";"        ";"-J--j";;"側面に回り込めば,より抵抗が少ないことが予想される.";"while flanking manoeuvres may encounter less resistance.";
"UK_M04_18";"        ";"-J--j";;"丘の頂上では,彼らが投入してくる反撃部隊を追い払う準備が出来ている必要がある";"Once on top of the hill, we must be ready to repel anything that they might throw at us.";
"UK_M04_19";"        ";"-J--j";;"彼らの反撃は確実にやって来る…";"And we can be assured they will…";
"US_FIN_01";"        ";"-J--j";;"第101空挺師団との連携は成され,海岸線から機甲師団が殺到し始めている.";"Link-up with the 101st Airborne is made, and armoured forces are pouring in from the beaches.";
"US_FIN_02";"        ";"-J--j";;"橋頭堡はいま確保された.攻勢をかける時だ.";"The beachhead is now secured. Time to go on the offensive.";
"US_FIN_03";"        ";"-J--j";;"次の目標はシェルブール.";"Next stop, Cherbourg.";
"US_M01_01";"        ";"-J--j";;"昨晩,アメリカと連合国の空挺部隊は,それぞれの機体に搭乗し";"Last night, American and allied airborne forces boarded their planes";
"US_M01_02";"        ";"-J--j";;"フランスに向け 飛び立った.";"and took off towards France.";
"US_M01_03";"        ";"-J--j";;"夜半過ぎ 間もなく ドイツ軍の防空守備隊がいるにも関わらず,";"Shortly after midnight this morning, and despite the German anti-aircraft defences,";
"US_M01_04";"        ";"-J--j";;"我々の兵達は ノルマンディの地で 敵の背後に降り立つ.";"our boys set foot behind enemy lines in Normandy.";
"US_M01_05";"        ";"-J--j";;"その一方,夜明けとともに 集結した大艦隊が砲火の口火を切り";"In the meantime, at dawn, the greatest armada ever assembled opened fire,";
"US_M01_06";"        ";"-J--j";;"フランスの海岸に部隊を上陸させるべく取り掛かった.";"and proceeded to land assault troops on the shores of France.";
"US_M01_07";"        ";"-J--j";;"ヨーロッパの解放は我々が言うように進行中である.";"The liberation of Europe is underway as we speak.";
"US_M01_08";"        ";"-J--j";;"双方の空挺師団はコタンタン半島全域に４つの風となって吹きつけている.";"Both airborne divisions have been blown to the four winds all over the Cotentin Peninsula.";
"US_M01_09";"        ";"-J--j";;"希望を持とう,我々は計画通りにドイツを混乱させている.";"Let’s hope it'll disorganise the Germans as we planned.";
"US_M01_10";"        ";"-J--j";;"部隊の半分が降下予定地点を逸脱しました,サー．．． 我々も含めてですが.";"Half the men have been misdropped, sir … including ourselves.";
"US_M01_11";"        ";"-J--j";;"我々は第82師団と第101師団間の境界付近に着地したようだ,";"We seem to have landed at the boundaries between our 82nd & the 101st,";
"US_M01_12";"        ";"-J--j";;"師団目標のサント＝メール＝エグリーズ(Sainte-Mere-Eglise)にあるメルドレ(Merdere)川に掛かる橋への道のりはあまりに遠い.";"way too far from the division’s objectives at Sainte-Mère-Eglise and the bridges over the Merderet river.";
"US_M01_13";"        ";"-J--j";;"さらに完全に目標から完全に外れたのは我々だけではなかった:";"Yet we aren’t the only ones completely off mark:";
"US_M01_14";"        ";"-J--j";;"上陸作戦の第一波は定刻どおりに海岸線に一撃を加えた";"the first amphibious assault wave has just hit the beach right on schedule";
"US_M01_15";"        ";"-J--j";;"しかし計画時より,さらに南側へ遠く!";"but much further South than planned!";
"US_M01_16";"        ";"-J--j";;"そこは： まさに我々の東.";"That is: just East of our present position.";
"US_M01_17";"        ";"-J--j";;"師団司令部より新しい命令です,サー:";"New orders from Division HQ, sir:";
"US_M01_18";"        ";"-J--j";;"貴官は暫定的な任務部隊を指揮する立場に置かれた";"You are placed in charge of a provisional Task Force";
"US_M01_19";"        ";"-J--j";;"そのエリアに散らばった降下兵達を集め";"gathering any isolated paratroopers in the area, whatever their unit,";
"US_M01_20";"        ";"-J--j";;"君らの部隊が何であれ,上陸部隊ができるだけ早く";"and securing Audouville-la-Hubert";
"US_M01_21";"        ";"-J--j";;"海岸線を離れられるようにする為,オードゥヴィル＝ラ＝ユベール(Audouville-la-Hubert)を確保せよ";"to allow our ground force to exit the beach as quickly as possible.";
"US_M01_22";"        ";"-J--j";;"街と周辺は わずか中隊規模の歩兵部隊によって占領されてきた:";"The city and vicinities are held by a mere company of infantry:";
"US_M01_23";"        ";"-J--j";;"我々はできるだけ早く奪取しオードゥヴィル(Audouville)に防衛線を構築し";"we must seize it as quickly as possible, and put Audouville in a state of defence";
"US_M01_24";"        ";"-J--j";;"ドイツ軍による再奪取の試みを撃退しなければならない";"to repel any attempts by the Germans to recapture it,";
"US_M01_25";"        ";"-J--j";;"そして道を開くために迅速に反撃しなければならない.";"and then counter-attack quickly to open the way.";
"US_M01_26";"        ";"-J--j";;"ドイツ軍沿岸防衛部隊には貧弱な装備の予備部隊が配備されているが";"The German coastal defences are manned by auxiliary troops of poor military value,";
"US_M01_27";"        ";"-J--j";;"彼らは重砲によって支援されている.";"but they are supported by heavy guns.";
"US_M01_28";"        ";"-J--j";;"君らが,これらの砲の破壊支援を行うと上陸部隊の内陸部への侵攻が早まるだろう.";"Any help we could provide in destroying those guns would hasten the amphibious forces’ advance inland.";
"US_M02_01";"        ";"-J--j";;"いまだ第4歩兵師団は揚陸中であるのに";"4th Infantry Division is still in the process of landing,";
"US_M02_02";"        ";"-J--j";;"しかしドイツ軍は即応し始め";"but the Germans are starting to react,";
"US_M02_03";"        ";"-J--j";;"両面から橋頭堡に近づきつつある.";"and closing on the beachhead from all sides.";
"US_M02_04";"        ";"-J--j";;"サント＝メール＝エグリーズ(Sainte-Mere-Eglise)の第505より包囲されているとの報告あり.";"The 505th in Sainte-Mère-Eglise reports being under siege.";
"US_M02_05";"        ";"-J--j";;"第4歩兵師団ができる援軍をもって我々は彼らを増強しなければならない.";"We have to reinforce them ASAP, with any help the 4th Infantry Division can provide.";
"US_M02_06";"        ";"-J--j";;"サント＝メール＝エグリーズ(Sainte-Mere-Eglise)は全方位から包囲されています,少佐";"Sainte-Mère-Eglise is surrounded on all sides, Major.";
"US_M02_07";"        ";"-J--j";;"第505連隊長エクマン大佐より,北より強烈な砲撃と歩兵による攻撃ありとの報告";"Colonel Ekman, 505th‘s CO, reports heavy shelling and infantry attacks from the North";
"US_M02_08";"        ";"-J--j";;"南からは,ほとんどがフランスで鹵獲された戦車や装甲車両から攻撃をうけつつあり.";"while tanks and armoured vehicles, mostly French captured ones, are attacking from the South.";
"US_M02_09";"        ";"-J--j";;"西には擲弾兵連隊が防衛体制を敷いているため";"Up West, a Grenadier regiment has taken defensive position,";
"US_M02_10";"        ";"-J--j";;"メルドレ(Merdere)橋に居る他の連隊から第505連隊への増援が妨げられています.";"preventing the 505th from reinforcing our other regiments at the Merderet's bridges.";
"US_M02_11";"        ";"-J--j";;"エクマン大佐はドイツ軍降下猟兵部隊が街の東側に陣取ったとの報告もしてきました";"Colonel Ekman also reports some German paratroopers’ elements taking position East of the city";
"US_M02_12";"        ";"-J--j";;"しかし奴らは攻撃してこず,我々駐屯地からの救援部隊を妨げるため,そこに居続けなければならないようだ.";"but not attacking. They must be here to prevent anyone from relieving our garrison.";
"US_M02_13";"        ";"-J--j";;"第505歩兵連隊の弾薬が尽きつつある: 我々は彼らの所へ補給を持って突破しなければならない";"The 505th is running out of ammo: we must break through to them with supplies";
"US_M02_14";"        ";"-J--j";;"その後ドイツ軍部隊を追い払う.彼らが退却するまで";"then repel the German assaults until they back down.";
"US_M03_01";"        ";"-J--j";;"戦況は好転しつつある,サー.";"The situation is improving, sir.";
"US_M03_02";"        ";"-J--j";;"サント＝メール＝エグリーズ(Sainte-Mere-Eglise)からの圧力は取り去られ橋頭保は北に広がり";"The beachhead is expanding North, relieving the pressure from Sainte-Mère-Eglise,";
"US_M03_03";"        ";"-J--j";;"南の第101降下部隊はカレンタンでの戦闘に向けた再編成をしている.";"and in the South the 101st Airborne is regrouping for an assault on Carentan.";
"US_M03_04";"        ";"-J--j";;"しかしメルドレ(Merderet)川における第507と508部隊の状況は相変わらず危機的だ.";"But the 507th & 508th’s situation on the Merderet river remains hazardous.";
"US_M03_05";"        ";"-J--j";;"彼らは降下時に散らばってしまった,";"They were scattered by the drops,";
"US_M03_06";"        ";"-J--j";;"さらに彼らが確保するはずだった交差路は,依然として戦闘中である.";"and the crossings they were supposed to secure are still contested.";
"US_M03_07";"        ";"-J--j";;"それに加えて第508連隊第1大隊の大隊長も戦死した.";"And if that were not enough, the 508th’s 1st battalion’s CO was just killed.";
"US_M03_08";"        ";"-J--j";;"師団司令部は巻き返すために貴官を送り込む,少佐.";"Division is sending you to take charge, Major.";
"US_M03_09";"        ";"-J--j";;"貴官の508連隊第1大隊は,メルドレ(Merderet)川セクターを維持しています,サー.";"Your 1st battalion, 508th P.I.R., is holding a sector of the Merderet river, sir.";
